Date,Product_Name,Quantity,Unit_Price,Store_Location,Payment_Type,Promotion_Applied,Weather,Temperature,Staff_Performance_Rating,Customer_Feedback,Delivery_Time_min,Order_Type,Customer_Name,Customer_Address,Customer_PhoneNumber,Customer_Email,Staff_Name,Staff_Email,Day_Of_Week,Total_Sales
2023-01-10 12:00:00,Pizza Beef Double decker,5,8.21942109888204,North,Online,False,Sunny,22.9068369503503,Good,Neutral,56,Online Order,Danny Lewis,"05544 Michael Ridges
Bautistamouth, VT 47813",(643)910-7065,Unknown,Michelle Thomas,Unknown,Tuesday,41.0971054944102
2023-01-10 13:00:00,Red Velvet Cake,4,11.2418214210663,West,Online,True,Sunny,23.2184723013927,Excellent,Neutral,43,Phone Order,Mr. David Thomas,"312 Kevin Parkway
East Todd, WA 09975",+1-216-707-2594x29183,karen23@example.net,Amber Roberson,jeff47@example.net,Tuesday,44.9672856842655
2023-01-10 14:00:00,Pizza Margherita,5,16.3941714304969,South,Credit Card,True,Sunny,31.0722613226253,Good,Positive,20,In Store,Jennifer Daniel,"476 Brandon Pass
North Christopher, NE 50834",262-451-5260x11246,hdaniels@example.org,Justin Morales,Unknown,Tuesday,81.9708571524847
2023-01-10 15:00:00,Chocolate Cake,3,7.81764278806661,South,Credit Card,True,Rainy,22.8370804449011,Poor,Negative,31,In Store,Ryan Parker,"43666 Stacy Spring
Johnsonburgh, DC 40388",001-923-510-7719x0864,scotttravis@example.net,Sierra Sims,steventhompson@example.com,Tuesday,23.4529283641998
2023-01-10 16:00:00,Fruit Cake,3,15.7968718003202,West,Credit Card,False,Sunny,28.6023764583646,Average,Negative,31,Phone Order,David Lucas,"99210 Leslie Walks Suite 671
East Sarah, RI 19906",(976)212-3852x69391,randyklein@example.com,Sherry Stephens,ahensley@example.net,Tuesday,47.3906154009608
2023-01-10 17:00:00,Fruit Cake,4,18.0040020252782,South,Online,True,Cloudy,23.2286573075143,Excellent,Positive,28,Online Order,Linda Bradford,"66498 Bowman Road Apt. 913
South Nicholasburgh, AK 15678",001-750-566-4793x7930,kriley@example.com,Patricia Leon,wporter@example.org,Tuesday,72.016008101113
2023-01-10 18:00:00,Pizza Beef Double decker,5,11.8092027216253,North,Online,False,Sunny,32.9243742512596,Poor,Neutral,38,In Store,Billy Smith,"74776 Kelley Gardens
West Martha, NV 89428",001-796-665-7795,leewilliam@example.com,Heather Erickson,Unknown,Tuesday,59.0460136081267
2023-01-10 19:00:00,Pizza Beef Double decker,5,17.3214798746389,West,Cash,True,Rainy,34.1327818173445,Good,Negative,51,Online Order,John Davis,"2811 Katrina Land Apt. 803
East Nicolestad, SD 70176",+1-649-698-6774x54123,lawrencewayne@example.org,James Valenzuela,dbutler@example.net,Tuesday,86.6073993731945
2023-01-10 20:00:00,Pizza Pepperoni,5,13.3198602205264,North,Cash,False,Cloudy,27.15434218268169,Average,Positive,54,Online Order,Shane Ellis,"9566 Wheeler Haven
North Scott, MD 68501",001-983-880-3481x8382,swansonmargaret@example.org,Mrs. Deborah Cline,catherine58@example.org,Tuesday,66.5993011026321
2023-01-10 21:00:00,Pizza Margherita,2,14.5563625562135,East,Cash,False,Cloudy,25.2846332631376,Good,Positive,53,Phone Order,Andrew Marshall,"423 Philip Road
Port Ethan, TX 09554",849.511.1593x68484,jenniferrivera@example.com,Steven Davis,estradaeric@example.net,Tuesday,29.1127251124271
2023-01-10 22:00:00,Fruit Cake,3,12.894176905073,East,Online,True,Cloudy,23.5108666252624,Excellent,Neutral,46,In Store,Jason Wright,"915 Benjamin Dale Suite 247
Jackfort, MA 32148",9888509371,swells@example.net,Jack Munoz,wpeterson@example.com,Tuesday,38.6825307152191
2023-01-10 23:00:00,Fruit Cake,5,11.9475907512701,South,Cash,True,Cloudy,20.7467150228456,Excellent,Positive,50,In Store,Brett Thomas,"8626 Marcus Plains Suite 688
Port Lisabury, SD 63739",914-873-8136x34991,laura10@example.org,Glenn Scott,brandon73@example.net,Tuesday,59.7379537563506
2023-01-11 00:00:00,Pizza Pepperoni,5,8.51980162663774,East,Credit Card,False,Sunny,24.0275011429624,Excellent,Negative,51,Phone Order,Stephanie Jones,"5466 Carr Unions
Heathburgh, DC 63359",830.892.4406x99361,jeremiahmiller@example.org,Michael Miller,robertnavarro@example.net,Wednesday,42.5990081331887
2023-01-11 01:00:00,Fruit Cake,2,9.54791089191569,North,Credit Card,False,Rainy,29.8135366991797,Excellent,Negative,28,Online Order,Alexis Nguyen,"6936 Ferrell Ford Suite 124
New Timothy, MN 71318",583.296.4087,cookjames@example.net,Cheryl Davis,cbranch@example.net,Wednesday,19.0958217838313
2023-01-11 02:00:00,Chocolate Cake,2,9.34955178415413,East,Online,True,Cloudy,28.0042539696381,Excellent,Positive,41,Online Order,Joe Little,"USNV Rice
FPO AP 44182",(531)535-5798,gomezkimberly@example.org,Taylor Allen,todd01@example.com,Wednesday,18.6991035683082
2023-01-11 03:00:00,Pizza Margherita,5,13.4493339643072,North,Cash,True,Cloudy,34.1606191742139,Good,Negative,33,In Store,Jonathan Anthony,"8001 Dominguez Springs
Lake Robin, WY 53585",259-422-4510x101,michaelgonzalez@example.org,Richard Smith,tamaraanderson@example.net,Wednesday,67.2466698215361
2023-01-11 04:00:00,Cheesecake,1,6.79930539535834,South,Credit Card,False,Rainy,25.9441589373755,Excellent,Positive,45,Phone Order,Charles Glover,"27351 Darius Islands
Liview, MO 57245",+1-750-692-3696x7291,millerfelicia@example.com,Michelle Rush,lejohn@example.org,Wednesday,6.79930539535834
2023-01-11 05:00:00,Fruit Cake,5,18.751875360535,South,Online,True,Sunny,30.4079501349259,Excellent,Negative,23,Phone Order,Christian Lin,"7386 Norman Stravenue Apt. 923
Mariemouth, MP 82585",(420)338-1052,alfredgonzalez@example.org,John Brown,andersontyler@example.net,Wednesday,93.7593768026751
2023-01-11 06:00:00,Pizza Beef Double decker,5,15.8098271792467,North,Cash,False,Cloudy,27.3398412121268,Average,Neutral,52,Online Order,Hector Wilcox,"2652 Moreno Fall Suite 653
South Edward, CT 31787",+1-325-319-3073x39973,kcampbell@example.org,Chad Warren,lunajessica@example.org,Wednesday,79.0491358962335
2023-01-11 07:00:00,Chocolate Cake,2,11.0216844636979,East,Credit Card,True,Sunny,27.6886432388631,Excellent,Negative,31,Online Order,Amy Wilkinson,"59125 Edwin Motorway
West Ryanfurt, MS 78524",425-866-1210,rogersoscar@example.org,Jill Chase,jade69@example.org,Wednesday,22.0433689273958
2023-01-11 08:00:00,Fruit Cake,2,7.37936216789566,South,Cash,True,Sunny,24.0166147190617,Average,Unknown,33,Phone Order,James Carroll,"801 Young Ways
Michaelfort, IA 47573",(620)267-6745x03496,hayssarah@example.com,Richard Fisher,ericdean@example.net,Wednesday,14.7587243357913
2023-01-11 09:00:00,Chocolate Cake,5,18.2298825458245,West,Online,True,Sunny,27.15434218268169,Average,Neutral,58,In Store,Edward Harris,"PSC 8706, Box 4906
APO AP 72341",+1-778-448-6689x3287,tracey14@example.net,Tyler Harvey,simpsonmorgan@example.net,Wednesday,91.1494127291226
2023-01-11 10:00:00,Carrot Cake,5,17.3566713515174,South,Cash,False,Sunny,27.15434218268169,Average,Positive,18,Online Order,Brian Holmes,"991 Elizabeth Garden
North Scott, PR 99035",(767)525-3614x06528,davidthomas@example.com,Robert Gutierrez,darrell09@example.net,Wednesday,86.7833567575873
2023-01-11 11:00:00,Cheesecake,5,15.8258232907576,East,Online,True,Cloudy,30.599637826234,Good,Neutral,25,Phone Order,Jessica Smith,"348 Kelsey Corners
North Pamela, IA 19609",+1-434-933-4019x086,karipatterson@example.net,Emily Shah,stephensondennis@example.net,Wednesday,79.1291164537884
2023-01-11 12:00:00,Vanilla Cake,2,9.07320571116863,West,Cash,False,Cloudy,34.1095999877917,Good,Negative,36,Phone Order,Lori Collins,"129 Ernest Views Apt. 827
South Steven, GU 60821",479-260-7357x6576,barbara96@example.net,Steven Powers,gabriela28@example.com,Wednesday,18.1464114223372
2023-01-11 13:00:00,Pizza Beef Double decker,5,11.036699561505,East,Credit Card,True,Sunny,24.9398191622375,Poor,Negative,18,Phone Order,Matthew Lewis,"79777 Bell Trafficway
Russellville, DC 90320",937.234.7285x39054,duncanamanda@example.net,Cristian Buckley,elizabethbolton@example.com,Wednesday,55.1834978075251
2023-01-11 14:00:00,Pizza Beef Double decker,5,6.54122378678635,North,Online,False,Sunny,20.6330070287194,Poor,Neutral,31,In Store,James Rogers,"4043 Thomas Ranch
Evansbury, PW 65550",(760)340-0817,samuelperez@example.com,Hayden Graves,bthompson@example.org,Wednesday,32.7061189339317
2023-01-11 15:00:00,Pizza Margherita,4,7.83559287091297,West,Online,False,Rainy,27.4444268825095,Average,Positive,22,Online Order,James Strickland,"555 Edward Grove
East Darin, NJ 38810",574-544-1832,robertwilliams@example.com,Randy Robbins,john14@example.net,Wednesday,31.3423714836519
2023-01-11 16:00:00,Chocolate Cake,1,16.7452495597509,East,Online,True,Rainy,28.1669199822375,Good,Neutral,48,Online Order,Gerald Clark,"811 Matthew Mission
Kimberlyhaven, VA 18357",(291)779-9637x370,ywilson@example.org,Adam Livingston,gregorygray@example.org,Wednesday,16.7452495597509
2023-01-11 17:00:00,Pizza Pepperoni,3,15.7255807827602,West,Cash,False,Rainy,22.5266082669787,Excellent,Negative,25,Online Order,Philip Romero,"PSC 7730, Box 9278
APO AE 45076",(201)407-8281,Unknown,Alexander Harper,michelle86@example.net,Wednesday,47.1767423482807
2023-01-11 18:00:00,Pizza Beef Double decker,1,13.902286444639,East,Cash,False,Cloudy,31.406969094141,Poor,Negative,45,In Store,Tony Williams,"7513 Wise Roads Suite 910
Clarkshire, MI 81254",824.829.7181,simmonsjessica@example.com,Kyle Clark,drewmurphy@example.org,Wednesday,13.902286444639
2023-01-11 19:00:00,Chocolate Cake,4,18.4359008888925,West,Credit Card,False,Rainy,34.7739366266223,Good,Neutral,25,Online Order,Catherine Bradley,"5097 Yesenia Drive
South Jesse, UT 56730",642.789.7052x6430,rjohnson@example.org,Mrs. Rhonda James,cooperanthony@example.org,Wednesday,73.7436035555703
2023-01-11 20:00:00,Chocolate Cake,3,13.7489977671956,East,Online,False,Cloudy,34.1866207551269,Excellent,Neutral,52,Online Order,Michelle Miller,"589 Katrina Viaduct Apt. 108
West Ericburgh, PA 15013",688.618.6770,jason76@example.net,Russell Fletcher,joyce53@example.net,Wednesday,41.246993301587
2023-01-11 21:00:00,Red Velvet Cake,5,12.0045199994541,North,Online,True,Cloudy,22.9565905823547,Excellent,Neutral,35,Online Order,Tonya Johnston,"95284 Harvey Corner
Lindaburgh, NJ 59036",001-893-831-7874,ujuarez@example.com,Taylor Morales,joanna04@example.org,Wednesday,60.0225999972708
2023-01-11 22:00:00,Red Velvet Cake,4,10.1055611945864,West,Cash,True,Cloudy,33.1304485985114,Good,Negative,44,Online Order,Michael Schroeder,"49184 Ann Brook Suite 842
Carlaberg, VI 26500",(611)780-1240x47425,pennycox@example.com,Brittany Rodriguez,kevin41@example.net,Wednesday,40.4222447783457
2023-01-11 23:00:00,Vanilla Cake,5,19.1067275860425,West,Cash,True,Cloudy,30.5674045461752,Poor,Negative,24,In Store,Belinda Stewart,"28768 James Grove
New Judith, OR 20108",001-583-459-8370,Unknown,Sandra Aguilar,maryhunt@example.net,Wednesday,95.5336379302129
2023-01-12 00:00:00,Carrot Cake,2,6.2407319228653,West,Credit Card,False,Rainy,26.8076984571036,Good,Negative,40,Phone Order,William Ashley,"79603 Roman Summit Apt. 987
Williamsport, MT 59780",+1-549-276-3394x72734,carlos14@example.net,Jason Montgomery,riosmark@example.net,Thursday,12.4814638457306
2023-01-12 01:00:00,Vanilla Cake,4,18.9633105809121,West,Credit Card,False,Sunny,27.15434218268169,Poor,Positive,41,Phone Order,Charles Mcclure,"92927 Hurst Island
Sotohaven, MP 39406",+1-570-560-7691x9837,jeffreymartin@example.com,Jennifer Reyes,rsims@example.net,Thursday,75.8532423236485
2023-01-12 02:00:00,Fruit Cake,2,17.4007198989652,North,Cash,True,Sunny,32.7440026247368,Average,Negative,22,Online Order,Nathan Brown,"8274 Wolf Ford Apt. 262
Conradhaven, DC 56858",001-936-718-3376x510,raymondsimmons@example.net,Whitney Thomas,matthewdaugherty@example.net,Thursday,34.8014397979305
2023-01-12 03:00:00,Pizza Pepperoni,4,6.94894886803552,West,Online,True,Sunny,27.2020240945756,Good,Unknown,53,Online Order,Stephen White,"49117 Susan Unions
Port Robert, PA 34969",001-739-479-4910x9247,zbell@example.com,James Lopez,rfloyd@example.net,Thursday,27.795795472142
2023-01-12 04:00:00,Fruit Cake,4,13.4747653651288,South,Credit Card,False,Rainy,25.5981105365769,Good,Positive,22,Online Order,Heidi Collins,"8767 Holly Terrace
Smithport, ME 58179",+1-355-647-1005x295,karen30@example.org,Kristina Wong,johnbaker@example.net,Thursday,53.8990614605152
2023-01-12 05:00:00,Fruit Cake,2,17.9982197262363,North,Cash,True,Sunny,27.3987123953897,Poor,Positive,22,In Store,Steven Davidson,"4510 Gail Underpass
Jasonbury, WI 55101",534-918-1903x324,melissalee@example.net,Jennifer Bauer,alicia79@example.com,Thursday,35.9964394524726
2023-01-12 06:00:00,Pizza Margherita,3,13.5771374541073,South,Cash,True,Rainy,28.6869470605257,Poor,Positive,48,Online Order,Robert Stokes,"4046 Thompson Groves Suite 445
Olsonton, VI 07631",(730)638-7030x103,smithkaren@example.com,Jessica Clark,matthew13@example.net,Thursday,40.7314123623219
2023-01-12 07:00:00,Fruit Cake,1,18.6079973234093,West,Online,False,Rainy,22.8361648066752,Good,Positive,30,In Store,Joseph Thompson,"5976 Jones Heights Apt. 931
Abbottmouth, UT 62287",451-544-8954x995,david32@example.com,Julie Deleon,tboone@example.net,Thursday,18.6079973234093
2023-01-12 08:00:00,Vanilla Cake,5,19.1447572522406,East,Cash,True,Rainy,33.5136159540048,Excellent,Positive,55,Online Order,John Baker,"1771 Victor Spur
Jenniferberg, NY 18401",001-578-325-5913x400,christensenlaura@example.com,Frederick Harris,zallen@example.net,Thursday,95.7237862612031
2023-01-12 09:00:00,Pizza Beef Double decker,4,11.3357678327645,South,Cash,False,Sunny,30.1128042324442,Excellent,Positive,27,Online Order,Mark Hudson,"607 Amber Spurs Suite 651
Lake Jamiebury, TX 18948",9798515328,brandoncunningham@example.net,Sean Hawkins,andrew85@example.net,Thursday,45.3430713310583
2023-01-12 10:00:00,Pizza Beef Double decker,5,10.6597049210948,West,Credit Card,True,Sunny,29.4990337600623,Excellent,Neutral,37,Phone Order,Ronald Williams,"7737 Gates Union Apt. 811
Ericbury, MS 88803",(695)321-4567x511,breynolds@example.org,Lawrence Evans,allenjessica@example.org,Thursday,53.2985246054742
2023-01-12 11:00:00,Red Velvet Cake,2,19.0448173095373,South,Cash,False,Sunny,21.4924433927095,Average,Neutral,26,Online Order,Shannon Lin,"3125 Lopez Lane Suite 666
Stanleyton, CO 88128",927.863.3261,cummingsadrian@example.org,Eric Robinson,Unknown,Thursday,38.0896346190747
2023-01-12 12:00:00,Pizza Pepperoni,5,15.127100917245,West,Cash,False,Cloudy,29.0626090725888,Average,Neutral,41,In Store,Sherry Moore,"928 Leon Lights
Wongtown, KS 02931",+1-756-825-9694x109,jwatson@example.org,Aaron Martinez,kara88@example.com,Thursday,75.6355045862251
2023-01-12 13:00:00,Pizza Pepperoni,2,6.74034022022253,West,Credit Card,False,Rainy,21.8144099335773,Poor,Neutral,36,Phone Order,Devin Myers,"184 Michael Ridges
West Alexview, PA 15997",501-843-2250x094,keith19@example.com,Miss Brittany Gilbert,Unknown,Thursday,13.480680440445
2023-01-12 14:00:00,Pizza Margherita,5,5.63437623834021,West,Online,False,Cloudy,21.1804651279309,Average,Negative,46,In Store,Timothy Valencia,"5299 Katie Springs Suite 227
Brownchester, NM 14222",+1-581-870-6843x093,Unknown,Tim Vega,steven19@example.net,Thursday,28.171881191701
2023-01-12 15:00:00,Vanilla Cake,1,13.4694357649589,East,Online,False,Rainy,27.9096634346359,Excellent,Positive,41,Phone Order,Wendy Nash,"87305 Matthew Mission Apt. 276
West Dylanmouth, WY 42250",5617029822,vincenthall@example.com,Christopher Wallace,shopkins@example.net,Thursday,13.4694357649589
2023-01-12 16:00:00,Red Velvet Cake,1,18.9525644815763,South,Credit Card,True,Sunny,26.0417830106974,Good,Negative,16,In Store,Wanda Gibson,"17174 Sparks Village Suite 148
New Nicholasshire, ID 24571",777.703.5337x4270,ryanpollard@example.com,Amber Park,shelia95@example.org,Thursday,18.9525644815763
2023-01-12 17:00:00,Pizza Pepperoni,1,17.6637305360872,North,Credit Card,True,Rainy,27.15434218268169,Average,Positive,59,Phone Order,Matthew Williams,"1847 Matthew Forks Apt. 094
Lake John, SD 09057",+1-650-529-2676,anna56@example.com,Alexander Andrews,bennettmegan@example.net,Thursday,17.6637305360872
2023-01-12 18:00:00,Pizza Beef Double decker,1,15.137716196965,North,Online,True,Rainy,21.3383325208585,Average,Positive,47,In Store,Samantha Torres,"9066 Luis Land
Rhondamouth, WY 26895",(798)460-9524,tristanalexander@example.org,Dennis Carter,ashleyhunt@example.net,Thursday,15.137716196965
2023-01-12 19:00:00,Fruit Cake,1,7.08673773336631,North,Online,False,Cloudy,26.4647459427088,Excellent,Negative,40,In Store,Kimberly Juarez,"70461 Rebecca Route
Bartlettstad, AZ 86831",557.302.6963x34846,hansonjustin@example.org,Tasha Huang,ohunter@example.com,Thursday,7.08673773336631
2023-01-12 20:00:00,Fruit Cake,1,8.81347075623043,North,Online,True,Rainy,27.15434218268169,Average,Neutral,42,Online Order,Kyle Benson,"20680 Collier Prairie Apt. 173
Lake Allison, SC 36506",+1-390-652-1710x954,lori06@example.com,Kevin Shaw,Unknown,Thursday,8.81347075623043
2023-01-12 21:00:00,Red Velvet Cake,2,18.1326683982892,West,Online,False,Sunny,34.8065012888617,Poor,Negative,33,Phone Order,Jennifer Bowen,"6848 Sanders Common
Kristinaborough, MN 91933",001-592-910-0628x83071,lacey88@example.net,William Odonnell,Unknown,Thursday,36.2653367965784
2023-01-12 22:00:00,Vanilla Cake,4,7.7421085498535,South,Online,False,Rainy,28.4172531865276,Good,Negative,57,Phone Order,Catherine Johnson,"75558 Adams Ferry
New Henryfurt, RI 12108",691.464.0455,lorimorgan@example.com,Mark Moreno,wreid@example.net,Thursday,30.968434199414
2023-01-12 23:00:00,Vanilla Cake,5,9.17659112375651,South,Credit Card,True,Rainy,30.311552914113,Excellent,Positive,19,Online Order,Sharon Savage,"573 Lisa Course
Lake Tami, AS 97335",4017843093,kroberson@example.com,David Young,brandoncontreras@example.org,Thursday,45.8829556187825
2023-01-13 00:00:00,Carrot Cake,1,6.94400976793162,East,Cash,False,Rainy,24.8812742102391,Poor,Positive,47,In Store,Luis Webster,"245 Smith Village
Paulshire, NM 09806",821.305.1064,shane95@example.org,Jack Martinez,hturner@example.com,Friday,6.94400976793162
2023-01-13 01:00:00,Cheesecake,2,15.1416234712161,South,Online,True,Cloudy,21.4210837216901,Excellent,Positive,34,In Store,Mr. David Lindsey,"Unit 2292 Box 4500
DPO AA 74471",+1-408-385-4871x009,Unknown,Justin Johnson,breweralyssa@example.net,Friday,30.2832469424323
2023-01-13 02:00:00,Pizza Pepperoni,2,19.1597345804481,South,Online,False,Rainy,34.638062941753,Poor,Neutral,44,Phone Order,Samantha Spencer,"441 Wood Circles
New Melissahaven, ND 69324",461.215.9900x2910,Unknown,Paul Sanchez,ugilbert@example.net,Friday,38.3194691608962
2023-01-13 03:00:00,Vanilla Cake,2,9.03452047393079,South,Cash,False,Rainy,24.2938855307477,Good,Negative,59,In Store,Laura Hill,"1050 Rose Run Suite 581
Bondland, AL 62343",(407)355-2124,thompsonrobert@example.com,Luis Smith,linda77@example.org,Friday,18.0690409478615
2023-01-13 04:00:00,Pizza Beef Double decker,4,12.1310991177511,East,Cash,True,Cloudy,26.3571227776036,Good,Negative,22,Phone Order,Angela Gonzalez,"06648 Lowe Crest Suite 881
Steventown, AL 75633",568.802.5905x613,twyatt@example.com,Willie Alvarado,istewart@example.com,Friday,48.5243964710044
2023-01-13 05:00:00,Red Velvet Cake,5,14.515096095668,North,Cash,False,Cloudy,29.7479588255386,Poor,Neutral,52,Phone Order,Carolyn Santiago PhD,"53046 Sanders Cape
East Scott, OR 46884",+1-862-447-3635x425,kabbott@example.org,Stacy Roberts,william61@example.net,Friday,72.5754804783403
2023-01-13 06:00:00,Carrot Cake,4,19.9919937232344,South,Cash,True,Cloudy,20.3704594652916,Poor,Negative,31,In Store,Elizabeth Perry,"629 Le Unions
Lake Jamesshire, KY 82232",001-941-804-9621x8637,thomasglass@example.com,Lynn White MD,scottedward@example.net,Friday,79.9679748929378
2023-01-13 07:00:00,Chocolate Cake,3,6.57212097496358,East,Cash,False,Cloudy,27.15434218268169,Poor,Negative,58,In Store,Michael Carter,"619 Frank Summit Suite 144
Lake Anthonyport, RI 99425",536-875-4708,jacobcole@example.com,Christine Adams,colleenbeard@example.com,Friday,19.7163629248907
2023-01-13 08:00:00,Pizza Margherita,2,12.4785619925856,East,Cash,True,Sunny,27.15434218268169,Poor,Positive,15,In Store,Mary Morgan,"51791 Mathis Glen Apt. 444
South Kellystad, AL 69896",(771)450-3334x81281,cmercado@example.net,Meghan Robinson,beth67@example.com,Friday,24.9571239851712
2023-01-13 09:00:00,Chocolate Cake,3,10.7768017985375,West,Credit Card,False,Sunny,24.1732578060323,Poor,Neutral,17,Online Order,Lindsay Hansen,"PSC 5988, Box 5040
APO AA 45551",841-856-6142x130,portercourtney@example.net,Darrell Little,jennifer92@example.org,Friday,32.3304053956125
2023-01-13 10:00:00,Fruit Cake,1,17.9873024783353,East,Cash,True,Rainy,20.924119779387,Poor,Positive,40,Phone Order,Carl Ruiz,"963 Edward Branch Apt. 185
Lake Andrew, KS 83173",302.706.3245x62824,jacobsdavid@example.org,Matthew Duncan,uwalker@example.net,Friday,17.9873024783353
2023-01-13 11:00:00,Pizza Margherita,1,12.1395159651748,North,Cash,True,Sunny,22.4374762321166,Good,Neutral,45,In Store,Jordan Williams,"34738 Robert Point Apt. 589
New Ashley, MS 23392",550.522.6177,thompsonelizabeth@example.com,Amber Farley,brittneyowens@example.net,Friday,12.1395159651748
2023-01-13 12:00:00,Pizza Pepperoni,4,6.66466286877722,South,Credit Card,False,Rainy,33.4255078828015,Poor,Positive,22,Online Order,Gina Flores,"607 Welch Crossing
Moseschester, ME 36905",9155690780,Unknown,Jennifer Weaver,kiddjason@example.com,Friday,26.6586514751088
2023-01-13 13:00:00,Pizza Beef Double decker,5,14.5163621792987,East,Cash,True,Sunny,30.2903633590383,Average,Negative,57,In Store,Amy Richardson,"77045 Jeremy Streets
South Lisa, RI 91837",320-417-4977x1645,adrianponce@example.net,Molly Taylor,garrettjohnson@example.org,Friday,72.5818108964937
2023-01-13 14:00:00,Pizza Margherita,3,16.5617092739581,North,Online,False,Cloudy,23.7485258245533,Good,Neutral,22,Phone Order,Nathaniel Dougherty,"331 Christina Inlet Suite 680
New Kathleenbury, OK 99817",792-464-0117,richardjay@example.net,Steven Rivera,zmahoney@example.org,Friday,49.6851278218745
2023-01-13 15:00:00,Cheesecake,5,5.04321877498421,East,Online,False,Cloudy,20.9840114741754,Excellent,Neutral,49,Online Order,Nicolas Montes,"49687 Durham Valley Suite 726
Matthewsville, NV 55413",+1-660-801-9831x236,umolina@example.org,Heidi Henry,Unknown,Friday,25.216093874921
2023-01-13 16:00:00,Chocolate Cake,4,17.8843502813094,East,Cash,True,Sunny,30.3592296857995,Good,Positive,53,Phone Order,Susan Bennett,"46926 Perry Corner
South Jennifer, IA 77308",(774)292-6720x123,Unknown,Joseph Mays,nealandrew@example.net,Friday,71.5374011252377
2023-01-13 17:00:00,Pizza Pepperoni,1,7.79034500008498,East,Credit Card,True,Sunny,28.5861158895164,Excellent,Neutral,42,In Store,Antonio Johnson,"022 Christina Summit
Thomasfort, VI 23127",(324)364-1531x8257,kimberlywilliams@example.com,Charles Richardson,vreese@example.com,Friday,7.79034500008498
2023-01-13 18:00:00,Cheesecake,5,13.2810404698006,East,Online,True,Rainy,26.0677928668735,Excellent,Negative,18,In Store,Shawna Kent,"Unit 8066 Box 6351
DPO AP 61932",756-401-9191x6966,marshkelly@example.org,Scott Miller,jonesmichelle@example.net,Friday,66.4052023490033
2023-01-13 19:00:00,Fruit Cake,5,11.2369625103117,East,Credit Card,True,Rainy,25.4541717378509,Average,Negative,30,In Store,William Brown,"76191 French Loaf
Christopherbury, AS 38562",(887)864-7888,shannon67@example.com,Benjamin Peterson,vwilliams@example.com,Friday,56.1848125515587
2023-01-13 20:00:00,Cheesecake,1,15.7948072491579,North,Online,True,Rainy,23.2522141389366,Poor,Negative,27,Online Order,Stacy Thomas,"16121 Ramirez Corner Suite 006
Chaseshire, SC 14384",001-734-425-6893,christopher77@example.org,Mikayla Olsen,sarah79@example.org,Friday,15.7948072491579
2023-01-13 21:00:00,Carrot Cake,3,10.5674242217861,South,Cash,False,Cloudy,27.15434218268169,Poor,Positive,34,Online Order,Stanley Ashley,"439 Karen Row Apt. 345
Rebeccafort, SC 19720",+1-488-790-4601,bendertroy@example.org,Sonia Hernandez,Unknown,Friday,31.7022726653583
2023-01-13 22:00:00,Carrot Cake,1,18.0464476502256,South,Credit Card,True,Cloudy,34.560020416908,Good,Neutral,19,Online Order,Victor Garcia,"33111 Robbins Way Suite 717
South Laura, ME 06972",001-487-475-6065x6308,tinanelson@example.net,Kathleen Johnson,larsonjames@example.com,Friday,18.0464476502256
2023-01-13 23:00:00,Red Velvet Cake,5,15.9574454143818,South,Credit Card,False,Cloudy,22.6357286875523,Poor,Positive,51,Online Order,Laura Smith,"3243 Kathleen Mill Apt. 279
Ballland, AR 25220",709.454.6837,qgriffin@example.net,Kimberly Patton,kellererin@example.org,Friday,79.7872270719092
2023-01-14 00:00:00,Pizza Pepperoni,3,14.7156975659438,South,Credit Card,True,Cloudy,27.15434218268169,Average,Negative,34,In Store,Justin Ho,"27539 Carter Centers Apt. 470
Cooperhaven, VT 45269",498-584-7148x80497,vernon03@example.net,Amy Hawkins,steinkara@example.org,Saturday,44.1470926978314
2023-01-14 01:00:00,Fruit Cake,3,16.9436089334428,North,Online,True,Rainy,26.3627758361896,Good,Neutral,38,In Store,Sarah Levy,"6613 Anna Villages Apt. 783
Ericbury, WA 45309",955-701-0690,anthonystewart@example.org,Judy Williamson,Unknown,Saturday,50.8308268003284
2023-01-14 02:00:00,Vanilla Cake,1,16.3103455239257,West,Online,True,Cloudy,27.15434218268169,Good,Negative,50,In Store,David Andrews,"68433 Carter Trafficway Apt. 726
New Rodney, NC 47328",554.782.9656,erin07@example.com,Patrick Oconnell,mary87@example.com,Saturday,16.3103455239257
2023-01-14 03:00:00,Carrot Cake,5,5.5390801238233,West,Online,False,Cloudy,23.8122092019172,Good,Neutral,48,Online Order,Ryan Leonard,"523 Frank Streets
Port Timothyland, PA 03939",498.271.0073,barbarawoods@example.org,Nancy Pittman,dbradley@example.org,Saturday,27.6954006191165
2023-01-14 04:00:00,Pizza Pepperoni,4,10.9210153076724,North,Cash,True,Cloudy,32.3770231349212,Poor,Neutral,59,Online Order,Eric Wade,"860 Samantha Flats Apt. 001
Lake Matthewtown, NJ 67527",(356)502-9465x43743,Unknown,Christine Howell,josephmoore@example.org,Saturday,43.6840612306896
2023-01-14 05:00:00,Vanilla Cake,5,18.9621094597473,North,Online,False,Cloudy,27.2788340622086,Poor,Positive,48,In Store,Barbara Vaughan,"5601 Brandy Roads Apt. 348
Andersonburgh, ND 04246",582-725-7390x58829,christopher34@example.org,Jean Morris,gonzalezstacy@example.net,Saturday,94.8105472987367
